video_description	effect_info_list	id	video_label	create_time	is_stem_verified	hashtag_info_list	hashtag_names	like_count	share_count	sticker_info_list	video_duration	username	view_count	video_mention_list	video_tag	region_code	voice_to_text	comment_count	favorites_count	playlist_id	effect_ids	music_id
"Thought I would show mine #booktok #book #books #bookshelf #booksounds #😁 #📚 #foryou #foryoupage #fy #fyp #fypシ #fypage #fypシ "	"nan"	"7158814387883740462"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1666791404"	"False"	"[{'hashtag_description': '', 'hashtag_id': 88764338, 'hashtag_name': 'foryoupage'}, {'hashtag_description': '', 'hashtag_id': 153828, 'hashtag_name': 'fy'}, {'hashtag_description': '', 'hashtag_id': 1604302285252613, 'hashtag_name': 'fypage'}, {'hashtag_description': '', 'hashtag_id': 1592198222930949, 'hashtag_name': '😁'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_name': 'fyp', 'hashtag_description': '', 'hashtag_id': 229207}, {'hashtag_description': '', 'hashtag_id': 17861, 'hashtag_name': 'books'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_name': '📚', 'hashtag_description': '', 'hashtag_id': 1592381495238677}, {'hashtag_description': '', 'hashtag_id': 42164, 'hashtag_name': 'foryou'}, {'hashtag_description': '', 'hashtag_id': 94639, 'hashtag_name': 'book'}, {'hashtag_id': 5954791, 'hashtag_name': 'bookshelf', 'hashtag_description': ''}, {'hashtag_name': 'fypシ', 'hashtag_description': '', 'hashtag_id': 1637342470396934}]"	"['books', 'foryou', 'book', 'fy', 'fyp', 'bookshelf', 'booksounds', 'foryoupage', '😁', '📚', 'fypage', 'booktok', 'fypシ']"	"35"	"0"	"[{'sticker_id': 18, 'sticker_name': "No.  I haven't read it. So I can't recommend it yet 😅"}]"	"20"	"meas.corner"	"209"	"[]"		"US"	"nan"	"0"	"1"		"['0']"	"7151440209089989422"
"Insert quote of Connor telling Rose they were always going to end up together #connorcobalt #billionaireromance #rosecalloway #thecobalts #cobaltempire #addictedseries #callowaysistersseries #enemiestolovers #kristaandbeccaritchie #booksounds #kissthesky #goodreads "	"nan"	"7158455989904133419"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1666707930"	"False"	"[{'hashtag_description': '@JasonDerulo wants to know...do you have what it takes to #KissTheSky? Create your musical.lys to his new song and Jason will shoutout your name on his social media!', 'hashtag_id': 7736144, 'hashtag_name': 'kissthesky'}, {'hashtag_name': 'cobaltempire', 'hashtag_description': '', 'hashtag_id': 7051072701187751963}, {'hashtag_description': '', 'hashtag_id': 1678119787961350, 'hashtag_name': 'connorcobalt'}, {'hashtag_id': 1669275522027526, 'hashtag_name': 'billionaireromance', 'hashtag_description': ''}, {'hashtag_name': 'booksounds', 'hashtag_description': '', 'hashtag_id': 70321889}, {'hashtag_description': '', 'hashtag_id': 1657140730047490, 'hashtag_name': 'addictedseries'}, {'hashtag_description': '', 'hashtag_id': 1700775404837894, 'hashtag_name': 'callowaysistersseries'}, {'hashtag_description': '', 'hashtag_id': 1669056212290565, 'hashtag_name': 'kristaandbeccaritchie'}, {'hashtag_description': '', 'hashtag_id': 7068313075048251438, 'hashtag_name': 'thecobalts'}, {'hashtag_name': 'enemiestolovers', 'hashtag_description': '', 'hashtag_id': 1613395870835717}, {'hashtag_description': '', 'hashtag_id': 11252208, 'hashtag_name': 'goodreads'}, {'hashtag_id': 1673198364849158, 'hashtag_name': 'rosecalloway', 'hashtag_description': ''}]"	"['kissthesky', 'goodreads', 'booksounds', 'enemiestolovers', 'addictedseries', 'kristaandbeccaritchie', 'billionaireromance', 'rosecalloway', 'connorcobalt', 'callowaysistersseries', 'cobaltempire', 'thecobalts']"	"269"	"1"	"[{'sticker_id': 18, 'sticker_name': 'You can’t tell me this sound doesn’t exude Connor and Rose energy '}]"	"12"	"mnishy_reads"	"3635"	"[]"		"US"	"nan"	"1"	"29"		"['0']"	"7152360262748621610"
"æsth3tic is it?  #bookchallenge #booksounds "	"nan"	"7158396961391971611"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"1666694177"	"False"	"[{'hashtag_description': '', 'hashtag_id': 5401558, 'hashtag_name': 'bookchallenge'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}]"	"['bookchallenge', 'booksounds']"	"19"	"0"	"nan"	"12"	"_kuaintrelle"	"287"	"[]"		"ID"	"nan"	"0"	"2"		"['0']"	"6837612226212367110"
"Cuốn sách được ghép lên từ trang, truyện & cả chục lá thư, bưu thiếp thật luôn ó mọi ngươi ơiii 💌 #docsach #bookvlog #nhungvisao #docsachmoingay #xhtiktok2022 #fyp #sách_hay_mỗi_ngày #sachthieunhi #sachthieunhithuanviet #sách_hay_nên_đọc  #sách_tương_tác #đọc_sách #sáchtômàu #sachtuongtac #asmr #booksoftiktok #booksounds #booksoundsasmr "	"nan"	"7157310804625214747"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1666441285"	"False"	"[{'hashtag_description': '', 'hashtag_id': 78994793, 'hashtag_name': 'bookvlog'}, {'hashtag_description': '', 'hashtag_id': 1632537159967750, 'hashtag_name': 'booksoftiktok'}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_description': '', 'hashtag_id': 1705456020564993, 'hashtag_name': 'xhtiktok2022'}, {'hashtag_description': '', 'hashtag_id': 1660746447950849, 'hashtag_name': 'docsachmoingay'}, {'hashtag_id': 1648517928679426, 'hashtag_name': 'sách_hay_nên_đọc', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1615646435079169, 'hashtag_name': 'sachthieunhi'}, {'hashtag_description': '', 'hashtag_id': 1669081961454593, 'hashtag_name': 'sách_hay_mỗi_ngày'}, {'hashtag_description': '', 'hashtag_id': 1621716711890945, 'hashtag_name': 'đọc_sách'}, {'hashtag_name': 'booksounds', 'hashtag_description': '', 'hashtag_id': 70321889}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}, {'hashtag_id': 7105006872448466970, 'hashtag_name': 'sachthieunhithuanviet', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1686561905944578, 'hashtag_name': 'sachtuongtac'}, {'hashtag_description': '', 'hashtag_id': 1603515456078849, 'hashtag_name': 'docsach'}, {'hashtag_id': 1617443742409730, 'hashtag_name': 'nhungvisao', 'hashtag_description': ''}, {'hashtag_name': 'sách_tương_tác', 'hashtag_description': '', 'hashtag_id': 1669679416767489}, {'hashtag_description': '', 'hashtag_id': 1665923281103873, 'hashtag_name': 'sáchtômàu'}, {'hashtag_description': '', 'hashtag_id': 7078360530225725486, 'hashtag_name': 'booksoundsasmr'}]"	"['fyp', 'asmr', 'booksounds', 'bookvlog', 'docsach', 'sachthieunhi', 'nhungvisao', 'đọc_sách', 'booksoftiktok', 'sách_hay_nên_đọc', 'docsachmoingay', 'sáchtômàu', 'sách_hay_mỗi_ngày', 'sách_tương_tác', 'sachtuongtac', 'xhtiktok2022', 'booksoundsasmr', 'sachthieunhithuanviet']"	"4"	"0"	"nan"	"54"	"huongthaonvs"	"227"	"[]"		"VN"	"nan"	"0"	"1"		"['0']"	"6969546598057528070"
"lucu bukunya ada suara hewan, gambarnya jg bagus, ngga bosenin #toddlerbook #booksounds #readabookchallenge  #HPRadicalReuse "	"nan"	"7157229849252334874"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"1666422440"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1705835786849281, 'hashtag_name': 'HPRadicalReuse'}, {'hashtag_description': '', 'hashtag_id': 1670533619002374, 'hashtag_name': 'toddlerbook'}, {'hashtag_name': 'booksounds', 'hashtag_description': '', 'hashtag_id': 70321889}, {'hashtag_name': 'readabookchallenge', 'hashtag_description': '', 'hashtag_id': 196590}]"	"['readabookchallenge', 'booksounds', 'toddlerbook', 'HPRadicalReuse']"	"9"	"0"	"[{'sticker_id': 18, 'sticker_name': 'Belajar nama hewan\ndari suaranya'}, {'sticker_id': 18, 'sticker_name': 'tinggal tekan aja\nmau suara hewan apa'}, {'sticker_id': 18, 'sticker_name': 'ada 10 suara hewan'}]"	"20"	"ide.room"	"971"	"[]"		"ID"	"nan"	"0"	"2"		"nan"	"6618871733141113604"
"IYKYK. This man is a menace. 😏 #booktok #spicybooktok #bookrecs #darkromance #penelopedouglas #devilsnightseries #corrupt #hideaway #killswitch #michaelcrist #kaimori #damontorrance #bookquotes #booksounds "	"[{'effect_id': 1216495, 'effect_name': 'Gentle Glow', 'effect_photo_url': 'ec4b6cca6a7a9b5b25e020eb5fe2e55b'}]"	"7156714935299362053"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1666302548"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1663535578337285, 'hashtag_name': 'penelopedouglas'}, {'hashtag_id': 1674246765536261, 'hashtag_name': 'devilsnightseries', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': 'Share and discover new #BookRecs on TikTok!', 'hashtag_id': 1647746061443078, 'hashtag_name': 'BookRecs'}, {'hashtag_description': '', 'hashtag_id': 127023, 'hashtag_name': 'killswitch'}, {'hashtag_id': 1679002376678402, 'hashtag_name': 'damontorrance', 'hashtag_description': ''}, {'hashtag_id': 1675965917960197, 'hashtag_name': 'spicybooktok', 'hashtag_description': ''}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}, {'hashtag_description': 'Where do the good boys hide? Does anyone know? Ask Daya 😍Make sure to create your #HideAway musical, and Daya will give a shout out to her favorites  🌟', 'hashtag_id': 25980, 'hashtag_name': 'hideaway'}, {'hashtag_description': '', 'hashtag_id': 1665263296635909, 'hashtag_name': 'michaelcrist'}, {'hashtag_description': '', 'hashtag_id': 56349380, 'hashtag_name': 'darkromance'}, {'hashtag_description': '', 'hashtag_id': 4616324, 'hashtag_name': 'corrupt'}, {'hashtag_description': '', 'hashtag_id': 35480726, 'hashtag_name': 'kaimori'}, {'hashtag_description': '', 'hashtag_id': 17480078, 'hashtag_name': 'bookquotes'}]"	"['hideaway', 'killswitch', 'corrupt', 'bookquotes', 'kaimori', 'darkromance', 'booksounds', 'booktok', 'bookrecs', 'penelopedouglas', 'michaelcrist', 'devilsnightseries', 'spicybooktok', 'damontorrance']"	"113"	"2"	"[{'sticker_id': 18, 'sticker_name': '"Like steam room private?"'}, {'sticker_id': 18, 'sticker_name': '"Private?" I teased...'}, {'sticker_id': 18, 'sticker_name': '"I wanna talk to you in private." he said.'}, {'sticker_id': 18, 'sticker_name': 'Michael came right up into my face...'}, {'sticker_id': 18, 'sticker_name': 'being Damon Torrance'}, {'sticker_id': 18, 'sticker_name': '* Damon Torrance *'}, {'sticker_id': 18, 'sticker_name': 'being Damon Torrance'}, {'sticker_id': 18, 'sticker_name': '* Damon Torrance *'}, {'sticker_id': 18, 'sticker_name': 'Just'}]"	"14"	"anapaulo.artandbooks"	"801"	"[]"		"PT"	"nan"	"3"	"13"		"nan"	"7091838584685447982"
"Or can i? #booktok#bookaddict#booksounds"	"[{'effect_photo_url': '27afb02d4af76086d4df9755fabc3641', 'effect_id': 1587654, 'effect_name': 'Eyelashes'}]"	"7156707674560859438"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"1666300862"	"False"	"[{'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_description': '', 'hashtag_id': 38673383, 'hashtag_name': 'bookaddict'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}]"	"['bookaddict', 'booksounds', 'booktok']"	"26"	"0"	"[{'sticker_id': 18, 'sticker_name': '“You can’t just run away from all of your responsibilities.”'}]"	"5"	"epeolatrys"	"433"	"[]"		"US"	"nan"	"2"	"0"		"['0']"	"7139902990730693382"
"Love my book people! #booktok #booksounds #womensfiction #rebeccaregnierbooks @rebeccaregnierbooks "	"nan"	"7156391098082921774"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1666227154"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1664977618036741, 'hashtag_name': 'womensfiction'}, {'hashtag_name': 'rebeccaregnierbooks', 'hashtag_description': '', 'hashtag_id': 7110260883460194346}, {'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/'}, {'hashtag_name': 'booksounds', 'hashtag_description': '', 'hashtag_id': 70321889}]"	"['booksounds', 'booktok', 'womensfiction', 'rebeccaregnierbooks']"	"8"	"0"	"nan"	"4"	"rebeccaregnierbooks"	"291"	"[]"		"US"	"nan"	"4"	"0"		"['0']"	"7156351013232839470"
"No, you bought four Christmas RomCom books on Monday because you were feeling overwhelmed. That definitely wasnt me🥲 #booktok #christmasbooks #christmasromance #contemporaryromance #bookhaul #booksounds #americaninlondon #romancereader #stressshopping "	"nan"	"7156270437100571946"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1666199078"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1653412899273734, 'hashtag_name': 'stressshopping'}, {'hashtag_description': '', 'hashtag_id': 41664131, 'hashtag_name': 'christmasbooks'}, {'hashtag_description': '', 'hashtag_id': 1656647433383942, 'hashtag_name': 'contemporaryromance'}, {'hashtag_description': '', 'hashtag_id': 4189408, 'hashtag_name': 'bookhaul'}, {'hashtag_description': '', 'hashtag_id': 27447810, 'hashtag_name': 'romancereader'}, {'hashtag_description': '', 'hashtag_id': 70449228, 'hashtag_name': 'americaninlondon'}, {'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/'}, {'hashtag_id': 41807031, 'hashtag_name': 'christmasromance', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}]"	"['bookhaul', 'romancereader', 'christmasbooks', 'christmasromance', 'booksounds', 'americaninlondon', 'booktok', 'stressshopping', 'contemporaryromance']"	"56"	"0"	"[{'sticker_id': 11, 'sticker_name': ''}]"	"6"	"marisa_elle"	"976"	"[]"		"US"	"nan"	"11"	"2"		"['0']"	"6814378818761918465"
"So grateful for my subscribers 🥹❤️ #merrychristmas #asmr #asmrvideo #amazonwishlist #booksounds #relax #anxietyrelief #tingles "	"nan"	"7177119248932769067"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"1671053312"	"False"	"[{'hashtag_description': '', 'hashtag_id': 35830639, 'hashtag_name': 'asmrvideo'}, {'hashtag_name': 'tingles', 'hashtag_description': '', 'hashtag_id': 2181774}, {'hashtag_id': 20550, 'hashtag_name': 'Relax', 'hashtag_description': ''}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_id': 39979961, 'hashtag_name': 'amazonwishlist', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_id': 7240627, 'hashtag_name': 'anxietyrelief', 'hashtag_description': ''}, {'hashtag_id': 5354, 'hashtag_name': 'MerryChristmas', 'hashtag_description': 'Share the festive Christmas moments with your friends and family using #MerryChristmas!'}]"	"['merrychristmas', 'relax', 'asmr', 'tingles', 'anxietyrelief', 'asmrvideo', 'amazonwishlist', 'booksounds']"	"83"	"2"	"nan"	"60"	"asmrwithbeanmarie"	"1325"	"[]"		"US"	"You guys, Christmas truly did come early. Because I cannot believe how many people. And walk through the woods. Sort of a pop up book. The branches wave a friendly green feed. This way, that way. Wild flowers sway to light a day. I'll save the rest for later."	"0"	"9"		"['0']"	"7177119296978488107"
"I cannot leave a bookshop empty-handed 🤣  #bookban #bookbanfail #booktok  #booktoker #bookshop #QBD #cemeteryboys #aidenthomas #newread #yabooks #paranormalromance #booktokaustralia2022  #booksounds  #buyingmorebooks #charmaineclancy #rwr #rainforestwritingretreat "	"nan"	"7176777048499817730"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"1670973654"	"False"	"[{'hashtag_id': 59581063, 'hashtag_name': 'aidenthomas', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1669775078739973, 'hashtag_name': 'buyingmorebooks'}, {'hashtag_description': '', 'hashtag_id': 1655533375219717, 'hashtag_name': 'cemeteryboys'}, {'hashtag_name': 'yabooks', 'hashtag_description': '', 'hashtag_id': 45027574}, {'hashtag_description': '', 'hashtag_id': 7150247240890580993, 'hashtag_name': 'charmaineclancy'}, {'hashtag_description': '', 'hashtag_id': 7150246800732422146, 'hashtag_name': 'rainforestwritingretreat'}, {'hashtag_description': '', 'hashtag_id': 1699214995357702, 'hashtag_name': 'bookbanfail'}, {'hashtag_description': '', 'hashtag_id': 67547702, 'hashtag_name': 'qbd'}, {'hashtag_description': '', 'hashtag_id': 7140422788900847617, 'hashtag_name': 'booktokaustralia2022'}, {'hashtag_name': 'newread', 'hashtag_description': '', 'hashtag_id': 78620974}, {'hashtag_description': '', 'hashtag_id': 1628556721910789, 'hashtag_name': 'paranormalromance'}, {'hashtag_description': '', 'hashtag_id': 1885781, 'hashtag_name': 'rwr'}, {'hashtag_description': '', 'hashtag_id': 1635873959014406, 'hashtag_name': 'bookban'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_id': 1645803417138182, 'hashtag_name': 'booktoker', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1628438, 'hashtag_name': 'bookshop'}]"	"['bookshop', 'rwr', 'yabooks', 'aidenthomas', 'qbd', 'booksounds', 'newread', 'booktok', 'paranormalromance', 'bookban', 'booktoker', 'cemeteryboys', 'buyingmorebooks', 'bookbanfail', 'booktokaustralia2022', 'rainforestwritingretreat', 'charmaineclancy']"	"21"	"0"	"[{'sticker_id': 9, 'sticker_name': ''}]"	"8"	"charmaineclancy"	"326"	"[]"		"AU"	"nan"	"7"	"0"		"['0']"	"7176777111041673985"
"Inspired by that video where people gifted the last thing they bought thenselves...but of course nake it books. Anyone read this one? #booktok #nonfiction #themythofnormal #bookchallenge #booksounds"	"nan"	"7176690558457351467"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"1670953494"	"False"	"[{'hashtag_description': '', 'hashtag_id': 942249, 'hashtag_name': 'nonfiction'}, {'hashtag_id': 7093526284914933806, 'hashtag_name': 'themythofnormal', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 5401558, 'hashtag_name': 'bookchallenge'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}]"	"['nonfiction', 'bookchallenge', 'booksounds', 'booktok', 'themythofnormal']"	"28"	"0"	"[{'sticker_id': 11, 'sticker_name': ''}]"	"6"	"kathyellendavis"	"1154"	"[]"		"US"	"nan"	"5"	"0"		"['0']"	"7176690558701341483"
"😂😂😂 #booktok #booksongs #booksounds #bookshelf #grease #bookhumor #bookhaul #books #booknerd #toberead #tbrlist #toomanybooks #readallday #readerlife #readerprobs #bookish #bookstuff #booktoker #authorsoftiktok #booktokcrown #booktokviral #justforfun #singer #musicaltheatre #booksandmusic #readinglist #alexandriajames #bookvibes #bookvibe #trendingbooks #trending "	"[{'effect_photo_url': '5c7164afd813a6c8459bf29db85b0cdd', 'effect_id': 1086835, 'effect_name': 'Faux Freckle'}]"	"7173329914408619306"	"{'sink': False, 'type': 0, 'vote': False, 'warn': False, 'content': ''}"	"1670171044"	"False"	"[{'hashtag_description': '', 'hashtag_id': 38337, 'hashtag_name': 'grease'}, {'hashtag_id': 1694927684337670, 'hashtag_name': 'booktokcrown', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 376249, 'hashtag_name': 'musicaltheatre'}, {'hashtag_description': '', 'hashtag_id': 387680, 'hashtag_name': 'toomanybooks'}, {'hashtag_id': 10885487, 'hashtag_name': 'bookhumor', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 1631897085131782, 'hashtag_name': 'authorsoftiktok'}, {'hashtag_name': 'trendingbooks', 'hashtag_description': '', 'hashtag_id': 1663144395693057}, {'hashtag_description': '', 'hashtag_id': 17861, 'hashtag_name': 'books'}, {'hashtag_name': 'readerlife', 'hashtag_description': '', 'hashtag_id': 1637995969481733}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_id': 1657260107785221, 'hashtag_name': 'readerprobs', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1688179566284805, 'hashtag_name': 'booktokviral'}, {'hashtag_name': 'bookvibe', 'hashtag_description': '', 'hashtag_id': 1649322422468614}, {'hashtag_description': '', 'hashtag_id': 1645803417138182, 'hashtag_name': 'booktoker'}, {'hashtag_description': 'Discover the top viral trends, sounds and effects of the week! 🔥', 'hashtag_id': 20105, 'hashtag_name': 'Trending'}, {'hashtag_description': '', 'hashtag_id': 18758, 'hashtag_name': 'justforfun'}, {'hashtag_description': '', 'hashtag_id': 1658918681161733, 'hashtag_name': 'toberead'}, {'hashtag_description': '', 'hashtag_id': 5954791, 'hashtag_name': 'bookshelf'}, {'hashtag_description': '', 'hashtag_id': 3750890, 'hashtag_name': 'readallday'}, {'hashtag_description': '', 'hashtag_id': 40128, 'hashtag_name': 'singer'}, {'hashtag_description': '', 'hashtag_id': 1708567995540485, 'hashtag_name': 'alexandriajames'}, {'hashtag_id': 1622684432567461, 'hashtag_name': 'bookstuff', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1632083500080134, 'hashtag_name': 'booksongs'}, {'hashtag_description': '', 'hashtag_id': 4189408, 'hashtag_name': 'bookhaul'}, {'hashtag_id': 68146907, 'hashtag_name': 'booksandmusic', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 330487, 'hashtag_name': 'booknerd'}, {'hashtag_name': 'ReadingList', 'hashtag_description': "Whether you're working through the final chapters or just cracking open a book, tell us about what you're reading because it's time for the TikTok #BookClub.", 'hashtag_id': 31814052}, {'hashtag_description': '', 'hashtag_id': 1654778593025030, 'hashtag_name': 'tbrlist'}, {'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261, 'hashtag_name': 'Bookish'}, {'hashtag_description': '', 'hashtag_id': 75903183, 'hashtag_name': 'bookvibes'}]"	"['books', 'justforfun', 'trending', 'grease', 'singer', 'booknerd', 'musicaltheatre', 'toomanybooks', 'bookish', 'readallday', 'bookhaul', 'bookshelf', 'bookhumor', 'readinglist', 'booksandmusic', 'booksounds', 'bookvibes', 'bookstuff', 'booktok', 'authorsoftiktok', 'booksongs', 'readerlife', 'booktoker', 'bookvibe', 'tbrlist', 'readerprobs', 'toberead', 'trendingbooks', 'booktokviral', 'booktokcrown', 'alexandriajames']"	"74"	"1"	"nan"	"15"	"alexandriajames27"	"379"	"[]"		"US"	"nan"	"9"	"3"		"['0']"	"7173329971740461870"
"More bookshelf additions #bookasmr #booktok #libraryasmr #booksounds #itllneverbeenough"	"nan"	"7172830973602614570"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1670054905"	"False"	"[{'hashtag_id': 1652761865366534, 'hashtag_name': 'libraryasmr', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 37614403, 'hashtag_name': 'itllneverbeenough'}, {'hashtag_description': '', 'hashtag_id': 47765848, 'hashtag_name': 'bookasmr'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}]"	"['itllneverbeenough', 'bookasmr', 'booksounds', 'booktok', 'libraryasmr']"	"9"	"0"	"nan"	"19"	"marian_sayer"	"123"	"[]"		"US"	"nan"	"8"	"1"		"['0']"	"7172831139399224106"
"Book Tapping ASMR #bookasmr #booktapping #booktappingasmr #asmr #booksounds "	"nan"	"7172114232895474986"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1669887993"	"False"	"[{'hashtag_description': '', 'hashtag_id': 71831175, 'hashtag_name': 'booktapping'}, {'hashtag_description': '', 'hashtag_id': 1681837206828037, 'hashtag_name': 'booktappingasmr'}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 47765848, 'hashtag_name': 'bookasmr'}]"	"['asmr', 'bookasmr', 'booksounds', 'booktapping', 'booktappingasmr']"	"10"	"0"	"nan"	"10"	"sleeping.beauty.asmr"	"111"	"[]"		"US"	"nan"	"0"	"0"		"nan"	"7172114183981517610"
