video_description	effect_info_list	id	video_label	create_time	is_stem_verified	hashtag_info_list	hashtag_names	like_count	share_count	sticker_info_list	video_duration	username	view_count	video_mention_list	video_tag	region_code	voice_to_text	comment_count	favorites_count	playlist_id	effect_ids	music_id
"“If I could stay inside my books, maybe everything would be better. Life would make more sense.”  📚💐 #books #bookish #booktok #booktoknl #booktoknederland #bookstagram #bookworm #booktoker #bookedit #booksounds #maybeificouldstayinsidemybooks #emotionalbooks "	"nan"	"7293580235067395360"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1698168985"	"False"	"[{'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/'}, {'hashtag_description': '', 'hashtag_id': 5956262, 'hashtag_name': 'bookstagram'}, {'hashtag_description': 'What are you reading?', 'hashtag_id': 13057, 'hashtag_name': 'Bookworm'}, {'hashtag_description': '', 'hashtag_id': 1645803417138182, 'hashtag_name': 'booktoker'}, {'hashtag_description': '', 'hashtag_id': 42702419, 'hashtag_name': 'bookedit'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 7293580111960342561, 'hashtag_name': 'maybeificouldstayinsidemybooks'}, {'hashtag_description': '', 'hashtag_id': 1665782539213829, 'hashtag_name': 'emotionalbooks'}, {'hashtag_description': '', 'hashtag_id': 17861, 'hashtag_name': 'books'}, {'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261, 'hashtag_name': 'Bookish'}, {'hashtag_description': '', 'hashtag_id': 1694857903297542, 'hashtag_name': 'booktoknl'}, {'hashtag_description': '', 'hashtag_id': 1699579969612806, 'hashtag_name': 'booktoknederland'}]"	"['bookworm', 'books', 'bookish', 'bookstagram', 'bookedit', 'booksounds', 'booktok', 'booktoker', 'emotionalbooks', 'booktoknl', 'booktoknederland', 'maybeificouldstayinsidemybooks']"	"103"	"0"	"[{'sticker_id': 18, 'sticker_name': 'If I could stay \ninside my books'}, {'sticker_id': 18, 'sticker_name': 'Maybe everything\nwould be better'}, {'sticker_id': 18, 'sticker_name': 'Life would make\nmore sense '}]"	"9"	"bookswithwendy"	"764"	"[]"		"NL"	"If I could stay inside my books, maybe everything would be better. Life would make more sense."	"4"	"2"		"nan"	"7174908063109974830"
"Un peu d’ASMR tracing sur ce livre que j’ai beaucoup aimé 🫶🏼 #asmr #bookasmr #asmrlivre #booksounds #papersounds #notalkingasmr #nomouthsoundsasmr #sleepingsounds #asmrvideo #asmrtiktoks🦋asmr🦋 #asmrtiktoks #asmrtingles #gentleasmr "	"nan"	"7293558956109106465"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"1698164030"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1675536478706693, 'hashtag_name': 'asmrlivre'}, {'hashtag_description': '', 'hashtag_id': 35830639, 'hashtag_name': 'asmrvideo'}, {'hashtag_description': '', 'hashtag_id': 1617309202212870, 'hashtag_name': 'asmrtiktoks'}, {'hashtag_description': '', 'hashtag_id': 18428217, 'hashtag_name': 'asmrtingles'}, {'hashtag_name': 'ASMR', 'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236}, {'hashtag_description': '', 'hashtag_id': 1675667217108997, 'hashtag_name': 'asmrtiktoks🦋asmr🦋'}, {'hashtag_description': '', 'hashtag_id': 1650462113762309, 'hashtag_name': 'gentleasmr'}, {'hashtag_description': '', 'hashtag_id': 47765848, 'hashtag_name': 'bookasmr'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 49325542, 'hashtag_name': 'papersounds'}, {'hashtag_description': '', 'hashtag_id': 1614715153215493, 'hashtag_name': 'notalkingasmr'}, {'hashtag_description': '', 'hashtag_id': 7062663545913081861, 'hashtag_name': 'nomouthsoundsasmr'}, {'hashtag_description': '', 'hashtag_id': 1617000963649541, 'hashtag_name': 'sleepingsounds'}]"	"['asmr', 'asmrtingles', 'asmrvideo', 'bookasmr', 'papersounds', 'booksounds', 'notalkingasmr', 'sleepingsounds', 'asmrtiktoks', 'gentleasmr', 'asmrlivre', 'asmrtiktoks🦋asmr🦋', 'nomouthsoundsasmr']"	"9"	"0"	"nan"	"149"	"the.oa.asmr"	"388"	"[]"		"FR"	"nan"	"0"	"2"		"nan"	"7293558979287714593"
"• 𝘼  𝙉 𝙊 𝙑 𝙀 𝙇  𝙍 𝙀 𝙑 𝙄 𝙀 𝙒 •⁣ ⁣ I was lucky enough to be given these books for my birthday and jumped straight in...then realised I probably should have read Shadow and Bone.. question is, did I still enjoy them?⁣ ⁣ 𝘈 𝘕𝘰𝘷𝘦𝘭 𝘌𝘷𝘦𝘯𝘪𝘯𝘨 𝘗𝘰𝘥𝘤𝘢𝘴𝘵, 𝘢𝘷𝘢𝘪𝘭𝘢𝘣𝘭𝘦 𝘸𝘩𝘦𝘳𝘦𝘷𝘦𝘳 𝘺𝘰𝘶 𝘭𝘪𝘴𝘵𝘦𝘯 𝘵𝘰 𝘺𝘰𝘶𝘳 𝘱𝘰𝘥𝘤𝘢𝘴𝘵𝘴! 𝘙𝘢𝘵𝘦, 𝘴𝘶𝘣𝘴𝘤𝘳𝘪𝘣𝘦 𝘢𝘯𝘥 𝘳𝘦𝘷𝘪𝘦𝘸! 🤍🤍🤍⁣ ⁣ #BookishPodcast #ANovelEvening #BookTok #BookReview #BookishTok #BookwormChat #ReadersPodcast #BookishPod  #BookParty #BiblioPodcast #Bookaholic #BookChat #BookSounds #Podcaster #BookCaster⁣ #BookishCast #LitPodcast #LitReads #Bookworms #BookLovers  #BookishListen #GirlsWhoRead #BookCommunity #IGReads #BookObsessed #BookstaReads #Bibliophiles⁣ ⁣ ⁣"	"nan"	"7293495139182382368"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"1698149173"	"False"	"[{'hashtag_name': 'bookishlisten', 'hashtag_description': '', 'hashtag_id': 7201030974732402693}, {'hashtag_description': '', 'hashtag_id': 3220000, 'hashtag_name': 'booklovers'}, {'hashtag_name': 'bookchat', 'hashtag_description': '', 'hashtag_id': 65699601}, {'hashtag_description': '', 'hashtag_id': 1692785874245638, 'hashtag_name': 'bookcaster'}, {'hashtag_description': '', 'hashtag_id': 7183994610887163910, 'hashtag_name': 'readerspodcast'}, {'hashtag_description': '', 'hashtag_id': 7174091155448021038, 'hashtag_name': 'bookstareads'}, {'hashtag_description': '', 'hashtag_id': 10761594, 'hashtag_name': 'bookparty'}, {'hashtag_description': '', 'hashtag_id': 7159130402774745094, 'hashtag_name': 'anovelevening'}, {'hashtag_id': 59324647, 'hashtag_name': 'podcaster', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 7704749, 'hashtag_name': 'bookaholic'}, {'hashtag_description': '', 'hashtag_id': 1636598672466949, 'hashtag_name': 'bookcommunity'}, {'hashtag_description': '', 'hashtag_id': 13851862, 'hashtag_name': 'bookreview'}, {'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok'}, {'hashtag_description': '', 'hashtag_id': 7183996459354685446, 'hashtag_name': 'bookwormchat'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 79151151, 'hashtag_name': 'bookobsessed'}, {'hashtag_description': '', 'hashtag_id': 768570, 'hashtag_name': 'bookworms'}, {'hashtag_description': '', 'hashtag_id': 1660846108709893, 'hashtag_name': 'bibliophiles'}, {'hashtag_id': 7183996317025665030, 'hashtag_name': 'bookishcast', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1680837545123841, 'hashtag_name': 'bookishpodcast'}, {'hashtag_description': '', 'hashtag_id': 1661597274236930, 'hashtag_name': 'bookishtok'}, {'hashtag_description': '', 'hashtag_id': 7109124218951991301, 'hashtag_name': 'bibliopodcast'}, {'hashtag_description': '', 'hashtag_id': 1700687777238022, 'hashtag_name': 'bookishpod'}, {'hashtag_description': '', 'hashtag_id': 7013910553865224197, 'hashtag_name': 'litpodcast'}, {'hashtag_description': '', 'hashtag_id': 1636530112044037, 'hashtag_name': 'girlswhoread'}, {'hashtag_description': '', 'hashtag_id': 1652520215314433, 'hashtag_name': 'igreads'}, {'hashtag_description': '', 'hashtag_id': 60149137, 'hashtag_name': 'litreads'}]"	"['bookworms', 'booklovers', 'bookaholic', 'bookparty', 'bookreview', 'podcaster', 'litreads', 'bookchat', 'booksounds', 'bookobsessed', 'booktok', 'girlswhoread', 'bookcommunity', 'igreads', 'bibliophiles', 'bookishtok', 'bookishpodcast', 'bookcaster', 'bookishpod', 'litpodcast', 'bibliopodcast', 'anovelevening', 'bookstareads', 'readerspodcast', 'bookishcast', 'bookwormchat', 'bookishlisten']"	"5"	"4"	"[{'sticker_name': '', 'sticker_id': 20}]"	"73"	"anoveleveningpodcast"	"303"	"[]"		"GB"	"for my little mini review for this week I know it's been out for ages but I'm going to be checking out two books um despite having never read uh Shadow Line I was gifted these for my birthday by a lovely pal a pair of lovely pals actually cause they married um considering I went into this pretty blind having only watched the first season of the show I really enjoyed these um for anyone who has watched Shadow Bone it probably really interesting cause you know all the characters you know exactly what's going on so even more everything and once I kind of found my place in the world I thought these were a really interesting kind of expansion to the grishaverse I thought that the action it was really cool there was some really cool magic yeah there were points where I was super confused because I didn't know who anyone was or where I was or what was happening but that aside thoroughly enjoyed these two so if you like a bit of action magic bit of romance don't give anything away but if you like a bit of romance you didn't see coming there's also some deaths I didn't think would happen which we love so absolutely check these bad boys out"	"0"	"0"		"nan"	"7197097971182209025"
"• 𝙈 𝙀 𝙇 𝙄 𝙉 𝘿 𝘼  𝙏 𝘼 𝙐 𝘽 •⁣ ⁣ It's half term week, the chaos has begun, but the perfect slice of calm is here with the delightful MELINDA TAUB, who joins Dannie to chat all about her incarnation of Lydia Bennett, the joys of magic and her ideal fictional fantasy evening!⁣ ⁣ 𝘈 𝘕𝘰𝘷𝘦𝘭 𝘌𝘷𝘦𝘯𝘪𝘯𝘨 𝘗𝘰𝘥𝘤𝘢𝘴𝘵, 𝘢𝘷𝘢𝘪𝘭𝘢𝘣𝘭𝘦 𝘸𝘩𝘦𝘳𝘦𝘷𝘦𝘳 𝘺𝘰𝘶 𝘭𝘪𝘴𝘵𝘦𝘯 𝘵𝘰 𝘺𝘰𝘶𝘳 𝘱𝘰𝘥𝘤𝘢𝘴𝘵𝘴! 𝘙𝘢𝘵𝘦, 𝘴𝘶𝘣𝘴𝘤𝘳𝘪𝘣𝘦 𝘢𝘯𝘥 𝘳𝘦𝘷𝘪𝘦𝘸! 🤍🤍🤍⁣ ⁣ #BookishPodcast #ANovelEvening #BookTok #BookReview #BookishTok #BookwormChat #ReadersPodcast #BookishPod  #BookParty #BiblioPodcast #Bookaholic #BookChat #BookSounds #Podcaster #BookCaster⁣ #BookishCast #LitPodcast #LitReads #Bookworms #BookLovers  #BookishListen #GirlsWhoRead #BookCommunity #IGReads #BookObsessed #BookstaReads #Bibliophiles⁣ ⁣ ⁣"	"nan"	"7293062392634740001"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"1698048419"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1636530112044037, 'hashtag_name': 'girlswhoread'}, {'hashtag_id': 1622962893630470, 'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/'}, {'hashtag_name': 'podcaster', 'hashtag_description': '', 'hashtag_id': 59324647}, {'hashtag_description': '', 'hashtag_id': 1652520215314433, 'hashtag_name': 'igreads'}, {'hashtag_description': '', 'hashtag_id': 79151151, 'hashtag_name': 'bookobsessed'}, {'hashtag_description': '', 'hashtag_id': 65699601, 'hashtag_name': 'bookchat'}, {'hashtag_description': '', 'hashtag_id': 3220000, 'hashtag_name': 'booklovers'}, {'hashtag_name': 'bookishpod', 'hashtag_description': '', 'hashtag_id': 1700687777238022}, {'hashtag_description': '', 'hashtag_id': 1692785874245638, 'hashtag_name': 'bookcaster'}, {'hashtag_description': '', 'hashtag_id': 7159130402774745094, 'hashtag_name': 'anovelevening'}, {'hashtag_description': '', 'hashtag_id': 60149137, 'hashtag_name': 'litreads'}, {'hashtag_name': 'bibliopodcast', 'hashtag_description': '', 'hashtag_id': 7109124218951991301}, {'hashtag_id': 70321889, 'hashtag_name': 'booksounds', 'hashtag_description': ''}, {'hashtag_id': 1636598672466949, 'hashtag_name': 'bookcommunity', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 7183996459354685446, 'hashtag_name': 'bookwormchat'}, {'hashtag_description': '', 'hashtag_id': 1660846108709893, 'hashtag_name': 'bibliophiles'}, {'hashtag_description': '', 'hashtag_id': 1680837545123841, 'hashtag_name': 'bookishpodcast'}, {'hashtag_description': '', 'hashtag_id': 10761594, 'hashtag_name': 'bookparty'}, {'hashtag_description': '', 'hashtag_id': 13851862, 'hashtag_name': 'bookreview'}, {'hashtag_description': '', 'hashtag_id': 1661597274236930, 'hashtag_name': 'bookishtok'}, {'hashtag_description': '', 'hashtag_id': 7183994610887163910, 'hashtag_name': 'readerspodcast'}, {'hashtag_description': '', 'hashtag_id': 7183996317025665030, 'hashtag_name': 'bookishcast'}, {'hashtag_description': '', 'hashtag_id': 7174091155448021038, 'hashtag_name': 'bookstareads'}, {'hashtag_name': 'litpodcast', 'hashtag_description': '', 'hashtag_id': 7013910553865224197}, {'hashtag_id': 768570, 'hashtag_name': 'bookworms', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 7704749, 'hashtag_name': 'bookaholic'}, {'hashtag_name': 'bookishlisten', 'hashtag_description': '', 'hashtag_id': 7201030974732402693}]"	"['bookworms', 'booklovers', 'bookaholic', 'bookparty', 'bookreview', 'podcaster', 'litreads', 'bookchat', 'booksounds', 'bookobsessed', 'booktok', 'girlswhoread', 'bookcommunity', 'igreads', 'bibliophiles', 'bookishtok', 'bookishpodcast', 'bookcaster', 'bookishpod', 'litpodcast', 'bibliopodcast', 'anovelevening', 'bookstareads', 'readerspodcast', 'bookishcast', 'bookwormchat', 'bookishlisten']"	"2"	"0"	"nan"	"10"	"anoveleveningpodcast"	"278"	"[]"		"GB"	"nan"	"0"	"0"		"nan"	"7255011118329989121"
"Dont miss out on @targets bogo 50% books! #booksale #asmrbooks #booksounds #targetbooks #asmr #womenwhoread "	"nan"	"7292507933219261727"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1697919325"	"False"	"[{'hashtag_name': 'womenwhoread', 'hashtag_description': '', 'hashtag_id': 1632168647154693}, {'hashtag_description': '', 'hashtag_id': 17588171, 'hashtag_name': 'booksale'}, {'hashtag_id': 1646875437266950, 'hashtag_name': 'asmrbooks', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 1674944614292485, 'hashtag_name': 'targetbooks'}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}]"	"['asmr', 'booksale', 'booksounds', 'womenwhoread', 'asmrbooks', 'targetbooks']"	"12"	"0"	"nan"	"7"	"lildjock"	"341"	"['target']"		"US"	"nan"	"2"	"1"		"nan"	"7292507948587256607"
"This audio is EVERYTHING and I am so obsessed with this series 🫶🏽🥹🥰 #acotar #feyreandrhysand #sjm #sarahjmaas #acomaf #fantasy #fantasybooks #currentread #fae #booksounds #bookloversoftiktok #acomafreading #bookish #acotarseries #acotartok #rhysand "	"[{'effect_id': 4011150, 'effect_name': 'PRETTY BABE', 'effect_photo_url': '816529e66cc96f7728286aa9203ac87a'}]"	"7292494291153194241"	"{'type': 0, 'vote': False, 'warn': False, 'content': '', 'sink': False}"	"1697916152"	"False"	"[{'hashtag_description': '', 'hashtag_id': 855582, 'hashtag_name': 'sjm'}, {'hashtag_description': '', 'hashtag_id': 267839, 'hashtag_name': 'fae'}, {'hashtag_name': 'acomaf', 'hashtag_description': '', 'hashtag_id': 20413514}, {'hashtag_description': '', 'hashtag_id': 1665600859189269, 'hashtag_name': 'acotarseries'}, {'hashtag_name': 'bookloversoftiktok', 'hashtag_description': '', 'hashtag_id': 1662697386598406}, {'hashtag_description': '', 'hashtag_id': 1689917009916933, 'hashtag_name': 'acomafreading'}, {'hashtag_description': 'Yes!! Mariah Carey take us back. Show us your oldies dance routine, how are you dancing this Xmas.🔥\n\nHow to shoot: \n\n1. Click the shoot icon. \n2. Click on “add sound”. \n3. And there you go! Select the first sound you see under “discover”. \n4. Have fun!', 'hashtag_id': 16565, 'hashtag_name': 'fantasy'}, {'hashtag_description': '', 'hashtag_id': 55152813, 'hashtag_name': 'fantasybooks'}, {'hashtag_description': '', 'hashtag_id': 13281281, 'hashtag_name': 'currentread'}, {'hashtag_description': '', 'hashtag_id': 1685285026092034, 'hashtag_name': 'acotartok'}, {'hashtag_description': '', 'hashtag_id': 10893825, 'hashtag_name': 'sarahjmaas'}, {'hashtag_description': "To celebrate Book Lover's Day, show us some of your #bookish habits  📚💚", 'hashtag_id': 3133261, 'hashtag_name': 'Bookish'}, {'hashtag_id': 16179776, 'hashtag_name': 'acotar', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 1612650666227878, 'hashtag_name': 'feyreandrhysand'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 51870293, 'hashtag_name': 'rhysand'}]"	"['fantasy', 'fae', 'sjm', 'bookish', 'sarahjmaas', 'currentread', 'acotar', 'acomaf', 'rhysand', 'fantasybooks', 'booksounds', 'feyreandrhysand', 'bookloversoftiktok', 'acotarseries', 'acotartok', 'acomafreading']"	"57"	"2"	"[{'sticker_id': 18, 'sticker_name': 'this series is my whole\nnew personality '}]"	"29"	"itsdandanslife"	"559"	"[]"		"AU"	"nan"	"18"	"11"		"nan"	"7221184001787071274"
"Ta deuxième vie commence quand tu comprends que tu n’en as qu’une - Raphaelle Giordano en ASMR tracing et no talking🦋 #bookasmr #asmrlivre #asmrfrançais #sleepingsounds #notalkingasmr #booksounds #asmr #asmrfrançais "	"nan"	"7292448393740274976"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1697905459"	"False"	"[{'hashtag_description': '', 'hashtag_id': 1617000963649541, 'hashtag_name': 'sleepingsounds'}, {'hashtag_description': '', 'hashtag_id': 1614715153215493, 'hashtag_name': 'notalkingasmr'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': 'All the soothing sounds you need to massage your brain.', 'hashtag_id': 1248236, 'hashtag_name': 'ASMR'}, {'hashtag_description': '', 'hashtag_id': 47765848, 'hashtag_name': 'bookasmr'}, {'hashtag_description': '', 'hashtag_id': 1675536478706693, 'hashtag_name': 'asmrlivre'}, {'hashtag_description': '', 'hashtag_id': 1649110299247621, 'hashtag_name': 'asmrfrançais'}]"	"['asmr', 'bookasmr', 'booksounds', 'notalkingasmr', 'sleepingsounds', 'asmrfrançais', 'asmrlivre']"	"15"	"1"	"nan"	"158"	"the.oa.asmr"	"468"	"[]"		"FR"	"nan"	"0"	"2"		"nan"	"7292448423276825377"
"#pen #writing #rainbow #fyp #viral #beforeyou #booksounds #soundwriting "	"nan"	"7292379993156504864"	"{'vote': False, 'warn': False, 'content': '', 'sink': False, 'type': 0}"	"1697889534"	"False"	"[{'hashtag_description': '', 'hashtag_id': 104339, 'hashtag_name': 'pen'}, {'hashtag_description': '¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM', 'hashtag_id': 20884, 'hashtag_name': 'Viral'}, {'hashtag_description': '', 'hashtag_id': 2295559, 'hashtag_name': 'beforeyou'}, {'hashtag_description': '', 'hashtag_id': 1709010108880902, 'hashtag_name': 'soundwriting'}, {'hashtag_description': '', 'hashtag_id': 7843, 'hashtag_name': 'rainbow'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 24799, 'hashtag_name': 'writing'}, {'hashtag_description': '', 'hashtag_id': 229207, 'hashtag_name': 'fyp'}]"	"['rainbow', 'viral', 'writing', 'pen', 'fyp', 'beforeyou', 'booksounds', 'soundwriting']"	"22"	"0"	"nan"	"10"	"colouring4..life"	"903"	"[]"		"GB"	"There was before you and there was during you. For some reason, I never thought there would be an after you"	"0"	"1"		"nan"	"7091791481555602181"
"Whoops, that last one just got read already. Batch filming can be hazardous, folks. #booktok #arrianereads #books #bibliophile #bookworm #booklover #reading #smallbooktoker #fyp #bookchallenge #booksounds #foryoupage #reads #tbr #tbrchallenge #Inverted "	"[{'effect_id': 371813, 'effect_name': 'Inverted', 'effect_photo_url': '0baa580af8f44f504ad6eeb2cf3d3d7d'}]"	"7292306863511686401"	"{'content': '', 'sink': False, 'type': 0, 'vote': False, 'warn': False}"	"1697872506"	"False"	"[{'hashtag_description': 'Do you love your reflection? Use our new #Inverted Creative Effect and flip your face.', 'hashtag_id': 1004238, 'hashtag_name': 'Inverted'}, {'hashtag_id': 7300018, 'hashtag_name': 'bibliophile', 'hashtag_description': ''}, {'hashtag_description': '', 'hashtag_id': 88764338, 'hashtag_name': 'foryoupage'}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 17861, 'hashtag_name': 'books'}, {'hashtag_id': 13057, 'hashtag_name': 'Bookworm', 'hashtag_description': 'What are you reading?'}, {'hashtag_description': 'In celebration of World Book Day, join the #BookLover Post Contest and post videos sharing why you love reading books, who are some of your favorite authors, and all things related to the joys of reading. From April 23rd until May 21st, sign up and post for a chance to win up to $5000 in cash! Click link for official contest rules and how to enter: https://vt.tiktok.com/ZMBp5eEwD/', 'hashtag_id': 1732644, 'hashtag_name': 'BookLover'}, {'hashtag_description': '', 'hashtag_id': 1550691, 'hashtag_name': 'reads'}, {'hashtag_name': 'smallbooktoker', 'hashtag_description': '', 'hashtag_id': 1680039566249985}, {'hashtag_description': '', 'hashtag_id': 13773822, 'hashtag_name': 'tbrchallenge'}, {'hashtag_description': '', 'hashtag_id': 7134600983404871682, 'hashtag_name': 'arrianereads'}, {'hashtag_description': '', 'hashtag_id': 5401558, 'hashtag_name': 'bookchallenge'}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}, {'hashtag_description': '', 'hashtag_id': 10705, 'hashtag_name': 'reading'}, {'hashtag_id': 229207, 'hashtag_name': 'fyp', 'hashtag_description': ''}, {'hashtag_name': 'tbr', 'hashtag_description': '', 'hashtag_id': 75756}]"	"['reading', 'bookworm', 'books', 'tbr', 'fyp', 'inverted', 'reads', 'booklover', 'bookchallenge', 'bibliophile', 'tbrchallenge', 'booksounds', 'foryoupage', 'booktok', 'smallbooktoker', 'arrianereads']"	"5"	"0"	"[{'sticker_id': 18, 'sticker_name': 'TBR Challenge'}]"	"46"	"arrianereads"	"277"	"[]"		"AU"	"nan"	"0"	"0"		"nan"	"7270870861568690976"
"here i go! 🤩✨ #fypage #booktok #currentlyreading #bestseller #readinglist #bookshelftour #icebreaker #hannahgrace #bookrecs #booksounds "	"nan"	"7291848592103476526"	"{'warn': False, 'content': '', 'sink': False, 'type': 0, 'vote': False}"	"1697765818"	"False"	"[{'hashtag_description': '', 'hashtag_id': 13788678, 'hashtag_name': 'bookshelftour'}, {'hashtag_description': 'Share and discover new #BookRecs on TikTok!', 'hashtag_id': 1647746061443078, 'hashtag_name': 'BookRecs'}, {'hashtag_name': 'bestseller', 'hashtag_description': '', 'hashtag_id': 2138156}, {'hashtag_description': "Whether you're working through the final chapters or just cracking open a book, tell us about what you're reading because it's time for the TikTok #BookClub.", 'hashtag_id': 31814052, 'hashtag_name': 'ReadingList'}, {'hashtag_description': '', 'hashtag_id': 69358950, 'hashtag_name': 'currentlyreading'}, {'hashtag_description': '', 'hashtag_id': 331030, 'hashtag_name': 'icebreaker'}, {'hashtag_name': 'hannahgrace', 'hashtag_description': '', 'hashtag_id': 1290146}, {'hashtag_description': '', 'hashtag_id': 70321889, 'hashtag_name': 'booksounds'}, {'hashtag_description': '', 'hashtag_id': 1604302285252613, 'hashtag_name': 'fypage'}, {'hashtag_name': 'BookTok', 'hashtag_description': 'Calling all book lovers, join the #BookTok Post Contest from April 13th to May 11th for a chance to win $3000! Click here to join: https://vt.tiktok.com/ZSHgdjSGp/', 'hashtag_id': 1622962893630470}]"	"['icebreaker', 'hannahgrace', 'bestseller', 'bookshelftour', 'readinglist', 'currentlyreading', 'booksounds', 'fypage', 'booktok', 'bookrecs']"	"183"	"0"	"[{'sticker_id': 18, 'sticker_name': 'the book i chose to read.... ⛸️❄️'}]"	"6"	"chellyreads"	"3366"	"[]"		"US"	"Hey, book pals, here's my question of the day. What are you currently reading? Here's what I'm currently reading."	"13"	"9"		"nan"	"7097646670413826858"
